image.name	Feeding	ZT	Mouse	Sample	Experience	NO	Date.of.Exp	condition	facs.2n	facs.4n	facs.6n	facs.8n	image.width	image.length	nb.cell.detected	percent.binucleated	cell.size.mono.mean	cell.size.binu.mean	cell.size.all.mean	nucleus.size.all.2c	nucleus.size.all.4c	nucleus.size.all.8c	nucleus.percent.all.2c	nucleus.percent.all.4c	nucleus.percent.all.8c	cell.percent.mono.2c	cell.percent.mono.4c	cell.percent.mono.8c	cell.percent.binu.4c	cell.percent.binu.8c
Image_61	Night (ZT14-ZT22)	ZT48	R-F_N_WT_ZT_00_	WT.NRF.ZT48	2	25	02_2015	NRF	56.11	40.47	0.4	1.86	17732	18942	3335	0.100749625187406	2565	3256	2622	280.642685132002	461.642440568811	576.831595806504	0.616305257535222	0.366737104317961	0.0169576381468178	0.52489916631005	0.35568509466995	0.0186661138325938	0.0767493074614364	0.0240003177251801
Image_62	Night (ZT14-ZT22)	ZT52	R-F_N_WT_ZT_04_	WT.NRF.ZT52	2	26	02_2015	NRF	61.35	35.93	0.44	1.29	14903	18195	2781	0.115066522833513	2404	3652.5	2509	317.614633913725	532.364789297905	838.033482604651	0.593788027393626	0.368345045981512	0.0378669266248614	0.499529179719761	0.350154334610289	0.0352499628364373	0.0812919856431106	0.0302874475076332
Image_63	Night (ZT14-ZT22)	ZT56	R-F_N_WT_ZT_08_	WT.NRF.ZT56	2	27	02_2015	NRF	58.78	37.58	0.45	1.47	21430	19175	4249	0.117439397505295	2590	3782	2695	297.020223356822	495.032800491962	635.888088436018	0.615856325853286	0.3699033180199	0.0142403561268145	0.531762288226409	0.336357857645268	0.0144404566230277	0.0782099167424558	0.0384933415890492
Image_64	Night (ZT14-ZT22)	ZT60	R-F_N_WT_ZT_12_	WT.NRF.ZT60	2	28	02_2015	NRF	52.31	41.79	0.65	2.68	18642	15912	2592	0.201388888888889	2585	4397	2808.5	299.023489409063	509.976007462119	534.689930130665	0.573804058750648	0.396592322333864	0.0296036189154882	0.456490097626092	0.316694656909326	0.0254263565756927	0.116435861478142	0.0798834762806092
Image_65	Night (ZT14-ZT22)	ZT64	R-F_N_WT_ZT_16_	WT.NRF.ZT64	2	29	02_2015	NRF	58.46	37.43	0.52	1.64	18248	26166	4973	0.120852604061934	2393	3500	2482	321.592910414288	539.732993673235	782.399377786682	0.633736349424938	0.356955293526969	0.00930835704809277	0.530491727017018	0.338778626037028	0.00987704288401962	0.0899166552623139	0.0306578221231838
Image_66	Night (ZT14-ZT22)	ZT68	R-F_N_WT_ZT_20_	WT.NRF.ZT68	2	30	02_2015	NRF	62.66	34.28	0.54	1.09	21774	17932	3181	0.0880226343917007	2837	4287	2916	277.958687316208	451.76326918155	468.665998186541	0.643423146075645	0.346871440628345	0.00970541329600989	0.576659691481744	0.326355740751229	0.00896193337532673	0.0616996274700377	0.0255241189382339
Image_67	Night (ZT14-ZT22)	ZT72	R-F_N_WT_ZT_24_	WT.NRF.ZT72	2	31	02_2015	NRF	58.88	37.02	0.59	1.56	24704	17528	3274	0.106291997556506	2918.5	3992	2985.5	279.326718191526	461.723133844756	743.833578315547	0.615910308772193	0.382159252596838	0.00193043863096903	0.526843291233228	0.365034165044497	0.00183054616576867	0.0772666772870027	0.0288727789477799
Image_68	Night (ZT14-ZT22)	ZT76	R-F_N_WT_ZT_28_	WT.NRF.ZT76	2	32	02_2015	NRF	71.49	25.46	0.45	0.63	18510	20963	3943	0.0877504438244991	2513	3146.5	2557	293.816431918784	483.763377874904	654.755164493752	0.678801807240729	0.313562448972948	0.00763574378632221	0.596533879860512	0.307703481143525	0.00801219517146443	0.0709165436172319	0.0166871059467483
Image_69	Night (ZT14-ZT22)	ZT80	R-F_N_WT_ZT_32_	WT.NRF.ZT80	2	33	02_2015	NRF	68.84	28.94	0.36	0.58	22885	19650	4542	0.119110523998239	2202	3369	2281.5	277.703224017685	456.565028054918	612.008436874615	0.709441137197029	0.290222857595153	0.000336005207817511	0.612050930654145	0.26846251838343	0.000376026964186792	0.0909460560701644	0.0281644679280742
Image_70	Night (ZT14-ZT22)	ZT84	R-F_N_WT_ZT_36_	WT.NRF.ZT84	2	34	02_2015	NRF	58.37	37.86	0.39	1.43	28806	34571	3821	0.16618686207799	2313	4338	2497	267.677262616995	430.831776204826	652.582540507335	0.517841526428382	0.44729668642961	0.0348617871420078	0.420461275724439	0.383100899519142	0.030250962678429	0.0917193545173761	0.069265309823044
Image_71	Night (ZT14-ZT22)	ZT88	R-F_N_WT_ZT_40_	WT.NRF.ZT88	2	35	02_2015	NRF	66.56	31.35	0.32	0.83	26906	17326	4306	0.0870877844867627	2513	3587	2574	311.73122345657	509.584134766626	721.81493829674	0.657391909642293	0.331718161748479	0.0108899286092277	0.583131220383049	0.318793944023531	0.0109870511066574	0.0657557471047569	0.0209064087528222
Image_72	Night (ZT14-ZT22)	ZT92	R-F_N_WT_ZT_44_	WT.NRF.ZT92	2	36	02_2015	NRF	65.54	31.44	0.61	0.83	14802	28550	2750	0.088	2706.5	3948	2773.5	296.815216433146	482.213969590932	664.335613616913	0.62751083541218	0.35898137252026	0.0135077920675599	0.550719228505411	0.347380134181637	0.0139006373129521	0.0660062802115207	0.0215957995602028
