0	19450	25509
1	2685	273
5	818	215
10	3878	444
16	3173	450
24	3712	505
30	7464	282
36	2508	439
37	2617	315
41	7167	263
43	5002	311
45	8881	507
53	6943	386
55	2421	244
66	2724	408
68	3646	293
69	6496	283
72	4776	499
75	5698	395
75	5698	406
80	6731	420
81	4252	404
86	2334	270
91	4697	565
103	9085	392
110	4419	349
115	3932	608
116	4699	367
119	3555	345
125	3784	382
131	3234	692
135	6128	278
136	5755	368
145	8195	573
146	6185	560
149	3729	297
158	4959	200
161	3896	370
164	5103	426
166	4488	272
167	3495	332
168	3567	261
168	3567	325
172	6193	185
173	1503	206
178	2314	418
180	2922	429
183	5532	498
188	9029	283
188	9029	411
189	1413	303
195	4860	244
196	3253	209
196	3253	180
202	3102	215
204	5161	389
208	2853	309
215	4535	414
221	9180	388
224	2641	400
229	8407	200
234	4701	384
235	5377	257
237	8875	387
239	2347	268
248	8028	627
256	3150	523
261	4568	337
271	5238	475
289	4102	303
291	3422	200
295	1782	275
296	3154	412
297	7327	382
297	7327	444
302	2276	479
315	3349	216
317	3159	429
321	3706	357
325	6668	472
326	5163	430
342	2743	266
343	4936	241
348	8036	389
357	3181	335
358	3094	316
361	2147	322
362	2434	348
377	1071	288
384	7170	397
389	6894	211
389	6894	396
394	2360	449
403	7012	317
404	3606	418
405	3824	473
406	2413	193
413	6464	420
417	6775	314
418	2528	401
427	4253	309
457	4983	349
461	6291	435
462	3731	445
466	5986	398
473	6211	285
474	5565	621
478	2071	291
487	6429	320
488	6264	446
491	5774	347
495	2565	380
504	2380	277
507	4635	637
517	7031	255
518	8275	476
523	8616	379
526	5883	379
539	1589	253
543	2413	391
546	6481	346
551	2046	329
558	1325	371
560	4311	238
579	5694	224
579	5694	201
586	7995	272
593	4054	397
603	6075	607
615	6170	410
637	3310	486
646	2017	343
651	1802	320
653	4998	412
662	3514	325
668	4677	185
671	2616	471
674	2722	185
675	3630	282
677	7320	289
677	7320	535
687	4600	680
689	8866	314
690	7307	365
693	5721	338
696	3282	413
701	4237	285
704	9147	348
723	2870	473
724	6401	553
726	6003	427
729	3217	718
733	8854	354
737	5849	402
738	4878	541
742	5976	459
749	2419	296
751	3977	298
758	3416	373
759	4270	364
760	3176	285
765	3883	473
766	7197	233
773	4755	447
786	4300	463
797	4426	392
800	3771	441
802	6256	411
805	3401	475
808	4008	200
814	3781	415
821	1999	368
824	3231	372
827	6083	406
836	4526	414
838	3766	619
842	4178	249
843	2356	397
845	8779	437
847	3270	481
851	3189	259
852	3800	484
858	5297	696
862	3767	319
866	4820	215
869	3326	466
873	5646	238
875	3817	227
876	3605	266
879	4716	300
892	5830	257
892	5830	408
895	5686	374
898	3098	227
901	9032	392
904	4271	273
905	7043	393
911	3426	399
916	4461	498
917	4323	185
918	8743	433
925	8029	377
928	1704	379
942	2933	300
943	4402	243
944	4765	200
950	3123	443
956	5400	292
962	3792	289
963	2288	344
972	3940	558
973	6022	518
983	7810	238
993	5462	275
994	4312	394
996	2778	359
998	2699	230
998	2699	249
999	8839	255
1001	6837	200
1004	2511	370
1008	4265	330
1013	3491	250
1013	3491	263
1016	3938	248
1021	6140	416
1022	6209	428
1026	6465	589
1027	5403	314
1027	5403	299
1027	5403	270
1032	4474	372
1036	3758	426
1038	4118	727
1047	9900	460
1048	2915	403
1049	1670	250
1053	2843	441
1055	4862	253
1056	3005	362
1058	5557	419
1059	3055	206
1065	3305	391
1066	2178	301
1072	5294	315
1074	2265	383
1087	11098	276
1087	11098	354
1089	6601	288
1089	6601	250
1093	6134	325
1094	2871	243
1100	2970	273
1101	2774	281
1104	9475	391
1105	5246	378
1108	6977	386
1108	6977	265
1109	4031	242
1111	3273	206
1112	3366	239
1116	2439	300
1118	2867	404
1119	2350	254
1125	5467	303
1125	5467	267
1126	4394	309
1129	5626	419
1130	1989	206
1133	2201	200
1134	4486	254
1134	4486	200
1141	4160	398
1144	3738	273
1149	4993	222
1150	6512	437
1155	3088	277
1167	4202	454
1172	4920	222
1182	5576	388
1184	3714	397
1186	2965	328
1186	2965	289
1188	6817	185
1188	6817	286
1194	4645	411
1198	4911	424
1200	3063	331
1201	1596	278
1204	5673	370
1208	3101	273
1214	4247	431
1215	1428	397
1218	2845	206
1221	2328	337
1229	3053	261
1229	3053	211
1230	3427	243
1243	3396	215
1249	3692	310
1250	3348	216
1251	2754	414
1252	2041	309
1257	4208	295
1259	5033	370
1264	6287	351
1271	3519	260
1275	2561	293
1279	2061	226
1281	3343	238
1283	4974	415
1292	6937	542
1294	3776	424
1301	7588	310
1302	2091	200
1303	7613	386
1307	3576	368
1310	5238	411
1311	7170	376
1311	7170	316
1312	2484	268
1325	11802	431
1330	4211	337
1330	4211	206
1335	7538	291
1335	7538	266
1337	1178	242
1341	9271	384
1349	3748	449
1351	2682	238
1355	9037	733
1360	6348	284
1364	5391	254
1366	6650	402
1368	6605	215
1370	2865	456
1372	3666	185
1372	3666	335
1373	1737	352
1389	3348	311
1390	5954	396
1392	10240	291
1393	8722	309
1394	6211	274
1395	4178	341
1397	8456	211
1397	8456	295
1398	5812	289
1400	1627	245
1401	3042	279
1401	3042	240
1409	1514	287
1412	6213	328
1415	4743	335
1415	4743	222
1417	10646	301
1417	10646	301
1422	3422	200
1423	7249	409
1431	4712	271
1434	11591	239
1434	11591	185
1439	8233	206
1442	4434	268
1451	6550	448
1452	3445	317
1452	3445	185
1456	6891	341
1460	4508	215
1462	6870	223
1462	6870	167
1467	6891	277
1470	8852	227
1473	9363	242
1473	9363	278
1484	11013	401
1490	5417	352
1493	10838	272
1498	11483	306
1500	3231	433
1501	8083	384
1501	8083	185
1507	5326	583
1511	7488	433
1515	10186	341
1515	10186	409
1517	2900	464
1522	3885	250
1525	8489	200
1535	9363	712
1537	4772	273
1539	9388	614
1546	6590	394
1548	3811	334
1552	4701	359
1554	10503	242
1555	6910	491
1559	3964	562
1568	6536	681
1569	3912	333
1570	4837	363
1581	8607	403
1586	6209	682
1587	5831	335
1590	2741	336
1593	4975	403
1597	3164	310
1614	11424	252
1618	2415	493
1627	11107	221
1627	11107	312
1641	2334	585
1642	5315	304
1643	7739	185
1643	7739	359
1645	6182	282
1660	4089	672
1669	8456	430
1672	5450	329
1677	3924	327
1688	1623	411
1690	6218	185
1692	5156	336
1695	2887	253
1698	2124	489
1701	2408	411
1707	2751	324
1713	3355	537
1715	3479	325
1716	2072	323
1724	4688	318
1727	8302	269
1728	2991	275
1730	2675	358
1731	4840	473
1732	2130	200
1733	4080	590
1735	4584	442
1737	2072	444
1743	5110	347
1745	3821	376
1750	11403	288
1753	2579	515
1754	4692	571
1763	2760	458
1766	4666	391
1771	4595	437
1774	4967	278
1783	3753	432
1788	4779	239
1788	4779	165
1789	3539	326
1799	4857	309
1804	1769	301
1808	1933	483
1811	6823	232
1812	5550	427
1819	8942	350
1821	5274	397
1822	4388	211
1828	6511	373
1832	7899	347
1835	2848	469
1845	2012	320
1847	2748	263
1847	2748	256
1853	4511	286
1862	7266	337
1864	3545	359
1870	4165	260
1880	3154	422
1881	4631	261
1891	4214	489
1892	2773	274
1913	3811	448
1923	9149	379
1926	2015	694
1927	3199	237
1933	9962	346
1934	4461	339
1937	15937	238
1938	1867	324
1943	8508	371
1945	6057	185
1947	3129	538
1960	2257	442
1969	8452	177
1976	10170	275
1976	10170	395
1983	1530	347
1984	10764	422
1989	6963	497
1990	1957	200
1995	3918	420
2004	3164	304
2007	10135	306
2014	6216	200
2014	6216	471
2018	4118	222
2021	11591	661
2032	5072	284
2033	2754	221
2040	3670	367
2050	5561	376
2050	5561	339
2053	6510	437
2056	8197	213
2056	8197	203
2057	7890	597
2058	5269	563
2063	14294	298
2063	14294	416
2063	14294	421
2067	9228	357
2069	4105	433
2073	15236	261
2073	15236	222
2073	15236	337
2079	6938	327
2083	2214	335
2093	7263	432
2096	2472	270
2100	4492	272
2107	3771	317
2110	3710	408
2112	4860	248
2112	4860	176
2113	2675	250
2117	2740	431
2122	2370	448
2123	1865	344
2126	2863	287
2132	6049	347
2139	3036	185
2139	3036	262
2151	8311	344
2154	4878	518
2162	6306	503
2166	1792	185
2167	2859	293
2167	2859	275
2171	3070	342
2173	6881	366
2174	4329	369
2175	2848	338
2176	4175	343
2180	3455	316
2182	2765	515
2187	4115	260
2188	2094	250
2190	7452	458
2194	3809	335
2199	4148	334
2202	2723	565
2204	5849	336
2209	2657	269
2210	3749	238
2214	3780	439
2217	4767	249
2222	2592	317
2224	3109	500
2229	11356	249
2239	7142	357
2245	3125	394
2247	8570	560
2254	3899	215
2255	3738	374
2257	2092	344
2258	9846	450
2260	4803	417
2268	10216	408
2282	3243	545
2296	1670	470
2298	8082	350
2310	7660	185
2313	5078	557
2315	7257	266
2316	6146	251
2316	6146	372
2332	2950	310
2337	5266	456
2340	1780	417
2341	11672	284
2347	9043	237
2350	3798	481
2356	3134	537
2364	3509	185
2369	7366	659
2373	3988	532
2376	6559	477
2385	1692	484
2387	7099	492
2395	2895	238
2404	4252	404
2404	4252	294
2407	8821	267
2419	5165	468
2444	3553	541
2449	2479	200
2452	6722	414
2455	3218	364
2459	1312	310
2466	3879	535
2471	6671	278
2478	3678	534
2491	6195	364
2511	5972	393
2513	7581	404
2514	5685	512
2517	6224	424
2532	3726	410
2535	3231	227
2538	10789	424
2539	6662	238
2552	4305	248
2559	7513	434
2562	3254	387
2568	2301	531
2569	1751	443
2571	3328	310
2579	2312	274
2579	2312	265
2580	3689	238
2584	4634	185
2592	3994	200
2598	2723	427
2601	3644	407
2609	9442	272
2609	9442	184
2616	4881	469
2619	3916	415
2626	5265	353
2628	5852	347
2631	3439	377
2631	3439	427
2646	2335	322
2650	3661	291
2660	3910	445
2660	3910	185
2662	3003	238
2665	3036	290
2682	3860	340
2682	3860	321
2683	5479	274
2685	2873	406
2687	3245	413
2689	4381	227
2694	4833	185
2697	2624	314
2705	3954	222
2709	2304	429
2711	4592	370
2717	4355	498
2727	1868	250
2728	1620	331
2734	1878	259
2736	1876	313
2748	6511	361
2748	6511	274
2752	3434	447
2754	4057	185
2756	4552	222
2761	4168	607
2769	2194	386
2772	2790	466
2780	1732	250
2783	2995	433
2786	4765	497
2799	4415	434
2807	4384	185
2810	4308	284
2812	1840	238
2813	5860	569
2819	4825	299
2819	4825	304
2820	3643	200
2824	3427	215
2828	3600	260
2833	4926	291
2838	3353	295
2841	7115	448
2842	4752	485
2847	3178	260
2850	2802	211
2851	1777	347
2852	2422	388
2857	11101	199
2861	4345	255
2863	6070	444
2867	3418	299
2869	3803	256
2870	4593	261
2872	2865	277
2877	3305	413
2878	2444	243
2882	2625	389
2884	3003	306
2885	4702	384
2885	4702	407
2888	3630	561
2891	2989	169
2891	2989	207
2895	4659	376
2895	4659	295
2898	1269	185
2904	1911	325
2906	10471	286
2913	7785	273
2914	10482	238
2914	10482	211
2915	7175	262
2918	2649	308
2925	7577	260
2934	3687	350
2935	6953	430
2940	1823	299
2947	3498	299
2955	5880	426
2955	5880	439
2959	10292	508
2963	3546	432
2972	4463	316
2974	1588	283
2983	5401	227
2984	4529	414
2988	3471	281
2989	4914	347
2993	2141	215
2997	3410	216
2999	6536	301
3005	6923	304
3008	1017	211
3010	6346	708
3011	4148	420
3015	6059	478
3019	11088	321
3019	11088	216
3020	4798	379
3021	9122	466
3023	10265	341
3026	8088	211
3028	7136	438
3032	4006	303
3034	6424	471
3039	4705	479
3045	8381	205
3045	8381	216
3051	6134	364
3052	5028	567
3053	7331	459
3056	10298	428
3063	3464	737
3065	4405	456
3084	2593	527
3085	3678	541
3091	6756	180
3091	6756	280
3096	3788	414
3102	3833	422
3105	6333	374
3110	5910	445
3111	5840	700
3128	4102	421
3129	3732	421
3129	3732	280
3136	2794	468
3140	7520	185
3141	4678	490
3144	4791	361
3155	5278	390
3161	7535	380
3162	1404	255
3167	3859	480
3174	2953	378
3180	6940	200
3183	3364	243
3185	5638	239
3204	3217	390
3207	3118	551
3208	3051	426
3211	8195	206
3212	4981	427
3214	5301	435
3216	4654	237
3216	4654	233
3220	4759	394
3223	8480	316
3223	8480	349
3225	5754	330
3226	4387	422
3231	7405	434
3241	2741	381
3242	8643	451
3251	3927	475
3254	3924	374
3257	3046	273
3257	3046	362
3267	5760	674
3275	6292	352
3280	4087	279
3283	6229	678
3289	3888	404
3293	2070	267
3302	4871	396
3305	1609	297
3306	5821	407
3307	3861	343
3310	3656	234
3313	1918	351
3314	2978	346
3315	2193	328
3317	3530	359
3323	3345	507
3326	2497	435
3329	7651	414
3336	2920	261
3351	5281	438
3356	2223	402
3358	2583	273
3359	7513	504
3366	4692	370
3370	2940	329
3384	3541	287
3391	5522	340
3401	1419	270
3423	3084	254
3428	6658	432
3437	5877	392
3438	4076	355
3443	6968	526
3444	9488	467
3445	2890	448
3453	10748	374
3458	5277	258
3458	5277	200
3463	4035	344
3463	4035	259
3464	7624	497
3472	4523	206
3477	5184	384
3478	7900	266
3479	2723	200
3480	4548	185
3483	2788	668
3488	5148	349
3489	14307	398
3498	3150	328
3500	3904	320
